,dropoff_site,load_time,load_type,load_weight,dropoff_site_new,load_type_new
300917,ONION CREEK,2017-08-15 13:30:00,SWEEPING,0,5,4
72298,TDS LANDFILL,2017-08-15 13:31:00,BULK,12660,1,5
337291,ORGANICS BY GOSH,2017-08-15 13:33:00,YARD TRIMMING,6120,8,3
347443,TDS LANDFILL,2017-08-15 13:34:00,GARBAGE COLLECTIONS,20580,1,1
556627,ORGANICS BY GOSH,2017-08-15 13:34:00,YARD TRIMMING,10140,8,3
524286,TDS - MRF,2017-08-15 13:36:00,RECYCLING - SINGLE STREAM,5640,4,2
491313,TDS - MRF,2017-08-15 13:37:00,RECYCLING - SINGLE STREAM,4500,4,2
331746,TDS - MRF,2017-08-15 13:38:00,RECYCLING - SINGLE STREAM,13440,4,2
18735,TDS LANDFILL,2017-08-15 13:38:00,BULK,9880,1,5
558631,TDS - MRF,2017-08-15 13:40:00,RECYCLING - SINGLE STREAM,9360,4,2
445565,TDS - MRF,2017-08-15 13:42:00,RECYCLING - SINGLE STREAM,13740,4,2
12254,TDS LANDFILL,2017-08-15 13:43:00,GARBAGE COLLECTIONS,21140,1,1
217596,TDS LANDFILL,2017-08-15 13:45:00,GARBAGE COLLECTIONS,18980,1,1
266703,TDS LANDFILL,2017-08-15 13:45:00,GARBAGE COLLECTIONS,18520,1,1
498846,TDS - MRF,2017-08-15 13:49:00,RECYCLED METAL,4900,4,7
48014,BALCONES RECYCLING,2017-08-15 13:49:00,RECYCLING - SINGLE STREAM,1840,2,2
101536,TDS - MRF,2017-08-15 13:59:00,RECYCLING - SINGLE STREAM,12940,4,2
238787,TDS LANDFILL,2017-08-15 14:00:00,GARBAGE COLLECTIONS,12320,1,1
19508,TDS LANDFILL,2017-08-15 14:00:00,GARBAGE COLLECTIONS,13240,1,1
381954,TDS LANDFILL,2017-08-15 14:00:00,GARBAGE COLLECTIONS,20940,1,1
491648,TDS LANDFILL,2017-08-15 14:01:00,SWEEPING,9360,1,4
33830,TDS LANDFILL,2017-08-15 14:15:00,GARBAGE COLLECTIONS,9340,1,1
217036,TDS LANDFILL,2017-08-15 14:19:00,DEAD ANIMAL,180,1,7
457094,TDS - MRF,2017-08-15 14:21:00,RECYCLING - SINGLE STREAM,5940,4,2
130494,TDS LANDFILL,2017-08-15 14:24:00,GARBAGE COLLECTIONS,24480,1,1
435757,TDS LANDFILL,2017-08-15 14:25:00,GARBAGE COLLECTIONS,14500,1,1
101475,TDS LANDFILL,2017-08-15 14:28:00,DEAD ANIMAL,100,1,7
155496,TDS LANDFILL,2017-08-15 14:29:00,BULK,10880,1,5
151374,TDS LANDFILL,2017-08-15 14:30:00,GARBAGE COLLECTIONS,22020,1,1
521485,TDS - MRF,2017-08-15 14:33:00,RECYCLING - SINGLE STREAM,11900,4,2
500385,TDS LANDFILL,2017-08-15 14:39:00,GARBAGE COLLECTIONS,19360,1,1
304218,TDS LANDFILL,2017-08-15 14:43:00,GARBAGE COLLECTIONS,20620,1,1
370115,TDS LANDFILL,2017-08-15 14:51:00,GARBAGE COLLECTIONS,19480,1,1
328459,TDS LANDFILL,2017-08-15 14:55:00,GARBAGE COLLECTIONS,19760,1,1
269779,TDS - MRF,2017-08-15 15:00:00,RECYCLING - SINGLE STREAM,8060,4,2
6514,TDS - MRF,2017-08-15 15:00:00,RECYCLING - SINGLE STREAM,12920,4,2
58459,TDS LANDFILL,2017-08-15 15:02:00,GARBAGE COLLECTIONS,21460,1,1
76058,TDS LANDFILL,2017-08-15 15:06:00,GARBAGE COLLECTIONS,20560,1,1
77801,TDS LANDFILL,2017-08-15 15:11:00,GARBAGE COLLECTIONS,8560,1,1
33584,TDS LANDFILL,2017-08-15 15:13:00,GARBAGE COLLECTIONS,23960,1,1
27069,TDS LANDFILL,2017-08-15 15:18:00,SWEEPING,6960,1,4
189526,BRAKER SITE,2017-08-15 15:20:00,BRUSH,10000,6,6
376616,BRAKER SITE,2017-08-15 15:20:00,BRUSH,10000,6,6
388237,TDS LANDFILL,2017-08-15 15:20:00,GARBAGE COLLECTIONS,20860,1,1
287929,BRAKER SITE,2017-08-15 15:20:00,BRUSH,7500,6,6
77095,BRAKER SITE,2017-08-15 15:25:00,BRUSH,2625,6,6
356270,TDS LANDFILL,2017-08-15 15:29:00,GARBAGE COLLECTIONS,23740,1,1
186808,TDS LANDFILL,2017-08-15 15:34:00,GARBAGE COLLECTIONS,16740,1,1
291270,TDS LANDFILL,2017-08-15 15:36:00,GARBAGE COLLECTIONS,20580,1,1
100843,TDS LANDFILL,2017-08-15 15:41:00,GARBAGE COLLECTIONS,6960,1,1
380225,TDS LANDFILL,2017-08-15 15:44:00,BULK,12400,1,5
154183,ONION CREEK,2017-08-15 15:45:00,SWEEPING,0,5,4
151456,ONION CREEK,2017-08-15 15:45:00,SWEEPING,0,5,4
66046,ONION CREEK,2017-08-15 15:45:00,SWEEPING,0,5,4
559077,TDS LANDFILL,2017-08-15 15:49:00,BULK,5220,1,5
151874,TDS LANDFILL,2017-08-15 15:50:00,GARBAGE COLLECTIONS,5460,1,1
271949,TDS LANDFILL,2017-08-15 16:03:00,BULK,5500,1,5
450192,TDS LANDFILL,2017-08-15 16:15:00,BULK,7500,1,5
84003,TDS LANDFILL,2017-08-15 16:28:00,BULK,3800,1,5
208471,ONION CREEK,2017-08-16 00:00:00,SWEEPING,0,5,4
112659,ONION CREEK,2017-08-16 00:00:00,SWEEPING,0,5,4
226624,BALCONES RECYCLING,2017-08-16 01:57:00,RECYCLING - SINGLE STREAM,7800,2,2
400719,BALCONES RECYCLING,2017-08-16 02:32:00,RECYCLING - SINGLE STREAM,9360,2,2
447764,BALCONES RECYCLING,2017-08-16 02:34:00,RECYCLING - SINGLE STREAM,7680,2,2
114216,BALCONES RECYCLING,2017-08-16 02:35:00,RECYCLING - SINGLE STREAM,6520,2,2
471815,BALCONES RECYCLING,2017-08-16 02:44:00,RECYCLING - SINGLE STREAM,7334,2,2
525980,BALCONES RECYCLING,2017-08-16 02:45:00,RECYCLING - SINGLE STREAM,4580,2,2
78666,BALCONES RECYCLING,2017-08-16 03:22:00,RECYCLING - SINGLE STREAM,7080,2,2
87837,TDS LANDFILL,2017-08-16 07:17:00,SWEEPING,13200,1,4
307811,TDS LANDFILL,2017-08-16 07:37:00,SWEEPING,7240,1,4
379114,TDS LANDFILL,2017-08-16 08:02:00,BULK,4240,1,5
204761,TDS - MRF,2017-08-16 09:00:00,RECYCLING - SINGLE STREAM,10100,4,2
31854,BALCONES RECYCLING,2017-08-16 09:00:00,RECYCLING - SINGLE STREAM,11540,2,2
291771,BRAKER SITE,2017-08-16 09:30:00,BRUSH,5500,6,6
173551,TDS LANDFILL,2017-08-16 09:55:00,SWEEPING,7740,1,4
249371,BALCONES RECYCLING,2017-08-16 10:00:00,RECYCLING - SINGLE STREAM,11500,2,2
369628,BALCONES RECYCLING,2017-08-16 10:00:00,RECYCLING - SINGLE STREAM,12453,2,2
61154,TDS - MRF,2017-08-16 10:00:00,RECYCLING - SINGLE STREAM,11100,4,2
397255,BALCONES RECYCLING,2017-08-16 10:00:00,RECYCLING - SINGLE STREAM,9300,2,2
159942,BALCONES RECYCLING,2017-08-16 10:00:00,RECYCLING - SINGLE STREAM,12240,2,2
305542,TDS LANDFILL,2017-08-16 10:00:00,GARBAGE COLLECTIONS,19420,1,1
541382,BALCONES RECYCLING,2017-08-16 10:13:00,RECYCLING - SINGLE STREAM,13000,2,2
138469,TDS LANDFILL,2017-08-16 10:14:00,GARBAGE COLLECTIONS,10860,1,1
439534,TDS LANDFILL,2017-08-16 10:15:00,GARBAGE COLLECTIONS,14600,1,1
528198,TDS LANDFILL,2017-08-16 10:18:00,GARBAGE COLLECTIONS,10660,1,1
519404,TDS LANDFILL,2017-08-16 10:21:00,GARBAGE COLLECTIONS,13100,1,1
147871,ON ROUTE HIGH DUMP,2017-08-16 10:30:00,SWEEPING,0,7,4
548243,TDS LANDFILL,2017-08-16 10:30:00,GARBAGE COLLECTIONS,7660,1,1
360389,TDS LANDFILL,2017-08-16 10:32:00,GARBAGE COLLECTIONS,13320,1,1
141729,ON ROUTE HIGH DUMP,2017-08-16 10:40:00,SWEEPING,0,7,4
266009,TDS LANDFILL,2017-08-16 10:45:00,GARBAGE COLLECTIONS,11560,1,1
228437,BALCONES RECYCLING,2017-08-16 10:45:00,RECYCLING - SINGLE STREAM,11000,2,2
214248,TDS LANDFILL,2017-08-16 10:47:00,GARBAGE COLLECTIONS,9760,1,1
504614,TDS LANDFILL,2017-08-16 10:47:00,GARBAGE COLLECTIONS,10820,1,1
396417,BALCONES RECYCLING,2017-08-16 10:49:00,RECYCLING - SINGLE STREAM,8840,2,2
216545,BALCONES RECYCLING,2017-08-16 10:52:00,RECYCLING - SINGLE STREAM,10240,2,2
225612,TDS LANDFILL,2017-08-16 10:53:00,GARBAGE COLLECTIONS,10020,1,1
118527,BRAKER SITE,2017-08-16 10:55:00,BRUSH,5500,6,6
211405,HORNSBY BEND,2017-08-16 10:57:00,BRUSH,10000,3,6
154682,BALCONES RECYCLING,2017-08-16 11:00:00,RECYCLING - SINGLE STREAM,11080,2,2
78118,TDS - MRF,2017-08-16 11:00:00,RECYCLING - SINGLE STREAM,14420,4,2
346130,BRAKER SITE,2017-08-16 11:01:00,BRUSH,5250,6,6
452207,BALCONES RECYCLING,2017-08-16 11:04:00,RECYCLING - SINGLE STREAM,11634,2,2
232990,TDS LANDFILL,2017-08-16 11:04:00,GARBAGE COLLECTIONS,13580,1,1
132605,ONION CREEK,2017-08-16 11:05:00,SWEEPING,0,5,4
196141,TDS LANDFILL,2017-08-16 11:06:00,GARBAGE COLLECTIONS,11540,1,1
119115,TDS LANDFILL,2017-08-16 11:06:00,BULK,9080,1,5
405924,TDS LANDFILL,2017-08-16 11:07:00,GARBAGE COLLECTIONS,10140,1,1
85093,TDS LANDFILL,2017-08-16 11:18:00,GARBAGE COLLECTIONS,5460,1,1
149476,BALCONES RECYCLING,2017-08-16 11:19:00,RECYCLING - SINGLE STREAM,11860,2,2
408669,BALCONES RECYCLING,2017-08-16 11:19:00,RECYCLING - SINGLE STREAM,10860,2,2
246630,TDS LANDFILL,2017-08-16 11:24:00,GARBAGE COLLECTIONS,16220,1,1
85300,TDS LANDFILL,2017-08-16 11:24:00,GARBAGE COLLECTIONS,12620,1,1
104133,TDS LANDFILL,2017-08-16 11:30:00,GARBAGE COLLECTIONS,23780,1,1
232178,BALCONES RECYCLING,2017-08-16 11:31:00,RECYCLING - SINGLE STREAM,11660,2,2
517222,TDS LANDFILL,2017-08-16 11:39:00,GARBAGE COLLECTIONS,5820,1,1
373337,BALCONES RECYCLING,2017-08-16 11:39:00,RECYCLING - SINGLE STREAM,10400,2,2
296516,TDS LANDFILL,2017-08-16 11:41:00,GARBAGE COLLECTIONS,4400,1,1
354702,BALCONES RECYCLING,2017-08-16 11:42:00,RECYCLING - SINGLE STREAM,9260,2,2
118907,TDS LANDFILL,2017-08-16 11:43:00,GARBAGE COLLECTIONS,22420,1,1
523851,TDS LANDFILL,2017-08-16 11:51:00,BULK,14100,1,5
4854,TDS LANDFILL,2017-08-16 11:56:00,GARBAGE COLLECTIONS,16340,1,1
397777,TDS LANDFILL,2017-08-16 12:00:00,GARBAGE COLLECTIONS,19160,1,1
347361,TDS - MRF,2017-08-16 12:00:00,RECYCLING - SINGLE STREAM,13280,4,2
486351,TDS - MRF,2017-08-16 12:00:00,RECYCLING - SINGLE STREAM,13260,4,2
446584,TDS LANDFILL,2017-08-16 12:01:00,GARBAGE COLLECTIONS,16980,1,1
400812,HORNSBY BEND,2017-08-16 12:01:00,YARD TRIMMING,4840,3,3
333416,BALCONES RECYCLING,2017-08-16 12:20:00,RECYCLING - SINGLE STREAM,3800,2,2
191416,TDS LANDFILL,2017-08-16 12:27:00,BULK,8040,1,5
132564,BALCONES RECYCLING,2017-08-16 12:31:00,RECYCLING - SINGLE STREAM,1740,2,2
187652,BALCONES RECYCLING,2017-08-16 12:34:00,RECYCLING - SINGLE STREAM,3320,2,2
8241,BALCONES RECYCLING,2017-08-16 12:43:00,RECYCLING - SINGLE STREAM,4920,2,2
265848,ORGANICS BY GOSH,2017-08-16 12:45:00,YARD TRIMMING,7000,8,3
525677,BALCONES RECYCLING,2017-08-16 12:49:00,RECYCLING - SINGLE STREAM,140,2,2
558756,HORNSBY BEND,2017-08-16 12:52:00,YARD TRIMMING,9860,3,3
351580,TDS LANDFILL,2017-08-16 13:00:00,BULK,10940,1,5
517914,BALCONES RECYCLING,2017-08-16 13:00:00,RECYCLING - SINGLE STREAM,6133,2,2
66095,BALCONES RECYCLING,2017-08-16 13:00:00,RECYCLING - SINGLE STREAM,6600,2,2
131113,TDS LANDFILL,2017-08-16 13:00:00,GARBAGE COLLECTIONS,6420,1,1
96514,BALCONES RECYCLING,2017-08-16 13:00:00,RECYCLING - SINGLE STREAM,11800,2,2
272382,ORGANICS BY GOSH,2017-08-16 13:03:00,YARD TRIMMING,8040,8,3
216717,HORNSBY BEND,2017-08-16 13:11:00,YARD TRIMMING,9400,3,3
106590,TDS LANDFILL,2017-08-16 13:15:00,BULK,12340,1,5
243130,HORNSBY BEND,2017-08-16 13:17:00,YARD TRIMMING,5720,3,3
191369,HORNSBY BEND,2017-08-16 13:19:00,YARD TRIMMING,12220,3,3
217214,TDS LANDFILL,2017-08-16 13:19:00,SWEEPING,8480,1,4
322147,ON ROUTE HIGH DUMP,2017-08-16 13:20:00,SWEEPING,0,7,4
186640,HORNSBY BEND,2017-08-16 13:23:00,YARD TRIMMING,14580,3,3
322605,HORNSBY BEND,2017-08-16 13:24:00,YARD TRIMMING,6880,3,3
418640,BRAKER SITE,2017-08-16 13:25:00,BRUSH,10000,6,6
10150,HORNSBY BEND,2017-08-16 13:26:00,YARD TRIMMING,6200,3,3
176107,HORNSBY BEND,2017-08-16 13:27:00,YARD TRIMMING,8920,3,3
77591,ORGANICS BY GOSH,2017-08-16 13:30:00,YARD TRIMMING,11460,8,3
357949,BALCONES RECYCLING,2017-08-16 13:39:00,RECYCLING - SINGLE STREAM,2340,2,2
28578,BALCONES RECYCLING,2017-08-16 13:40:00,RECYCLING - SINGLE STREAM,14760,2,2
21422,HORNSBY BEND,2017-08-16 13:41:00,YARD TRIMMING,11960,3,3
498994,ONION CREEK,2017-08-16 13:45:00,SWEEPING,0,5,4
255192,HORNSBY BEND,2017-08-16 13:51:00,YARD TRIMMING,9340,3,3
509059,TDS LANDFILL,2017-08-16 13:51:00,GARBAGE COLLECTIONS,18580,1,1
462768,HORNSBY BEND,2017-08-16 13:56:00,YARD TRIMMING,11800,3,3
186921,TDS LANDFILL,2017-08-16 14:01:00,BULK,2360,1,5
189786,BALCONES RECYCLING,2017-08-16 14:03:00,RECYCLING - SINGLE STREAM,17610,2,2
359899,BALCONES RECYCLING,2017-08-16 14:13:00,RECYCLING - SINGLE STREAM,13540,2,2
268907,TDS LANDFILL,2017-08-16 14:15:00,GARBAGE COLLECTIONS,13880,1,1
29832,TDS LANDFILL,2017-08-16 14:15:00,GARBAGE COLLECTIONS,24800,1,1
368068,BALCONES RECYCLING,2017-08-16 14:19:00,RECYCLING - SINGLE STREAM,18710,2,2
132607,TDS LANDFILL,2017-08-16 14:19:00,GARBAGE COLLECTIONS,21640,1,1
421040,TDS LANDFILL,2017-08-16 14:20:00,GARBAGE COLLECTIONS,25400,1,1
513498,BALCONES RECYCLING,2017-08-16 14:20:00,RECYCLING - SINGLE STREAM,16260,2,2
63443,BRAKER SITE,2017-08-16 14:25:00,BRUSH,10000,6,6
444498,ONION CREEK,2017-08-16 14:28:00,SWEEPING,0,5,4
241770,TDS LANDFILL,2017-08-16 14:30:00,GARBAGE COLLECTIONS,18000,1,1
37618,TDS LANDFILL,2017-08-16 14:30:00,GARBAGE COLLECTIONS,13120,1,1
472459,TDS LANDFILL,2017-08-16 14:39:00,BULK,6920,1,5
532219,BALCONES RECYCLING,2017-08-16 14:48:00,RECYCLING - SINGLE STREAM,12780,2,2
26023,BALCONES RECYCLING,2017-08-16 14:53:00,RECYCLING - SINGLE STREAM,6580,2,2
328755,TDS LANDFILL,2017-08-16 14:53:00,BULK,11120,1,5
373612,BALCONES RECYCLING,2017-08-16 14:58:00,RECYCLING - SINGLE STREAM,7960,2,2
561567,BRAKER SITE,2017-08-16 15:00:00,BRUSH,5500,6,6
390185,BALCONES RECYCLING,2017-08-16 15:00:00,RECYCLING - SINGLE STREAM,7460,2,2
312087,TDS LANDFILL,2017-08-16 15:00:00,GARBAGE COLLECTIONS,23020,1,1
394833,BALCONES RECYCLING,2017-08-16 15:04:00,RECYCLING - SINGLE STREAM,8020,2,2
360884,TDS LANDFILL,2017-08-16 15:05:00,BULK,2020,1,5
556215,BRAKER SITE,2017-08-16 15:05:00,BRUSH,2625,6,6
13945,BALCONES RECYCLING,2017-08-16 15:12:00,RECYCLING - SINGLE STREAM,6320,2,2
254813,TDS LANDFILL,2017-08-16 15:15:00,GARBAGE COLLECTIONS,13900,1,1
543760,TDS LANDFILL,2017-08-16 15:20:00,BULK,11060,1,5
188644,BRAKER SITE,2017-08-16 15:30:00,BRUSH,7500,6,6
157092,TDS LANDFILL,2017-08-16 15:32:00,GARBAGE COLLECTIONS,25800,1,1
239193,TDS LANDFILL,2017-08-16 15:33:00,GARBAGE COLLECTIONS,19080,1,1
86651,TDS LANDFILL,2017-08-16 15:34:00,BULK,3980,1,5
499931,TDS LANDFILL,2017-08-16 15:36:00,GARBAGE COLLECTIONS,23260,1,1
342068,TDS LANDFILL,2017-08-16 15:40:00,GARBAGE COLLECTIONS,21940,1,1
380686,TDS LANDFILL,2017-08-16 15:45:00,GARBAGE COLLECTIONS,15880,1,1
230390,ONION CREEK,2017-08-16 15:45:00,SWEEPING,0,5,4
507825,TDS LANDFILL,2017-08-16 15:45:00,GARBAGE COLLECTIONS,17000,1,1
325300,TDS LANDFILL,2017-08-16 15:47:00,GARBAGE COLLECTIONS,13020,1,1
429214,TDS LANDFILL,2017-08-16 15:59:00,BULK,9320,1,5
6609,TDS LANDFILL,2017-08-16 15:59:00,GARBAGE COLLECTIONS,9440,1,1
310972,TDS LANDFILL,2017-08-16 15:59:00,GARBAGE COLLECTIONS,16440,1,1
207662,ONION CREEK,2017-08-16 16:00:00,SWEEPING,0,5,4
422588,ONION CREEK,2017-08-16 16:00:00,SWEEPING,0,5,4
313529,TDS LANDFILL,2017-08-16 16:00:00,GARBAGE COLLECTIONS,14960,1,1
483750,TDS LANDFILL,2017-08-16 16:03:00,GARBAGE COLLECTIONS,6880,1,1
446984,MRF,2017-08-16 16:11:00,TIRES,980,9,7
272232,TDS LANDFILL,2017-08-16 16:20:00,BULK,5140,1,5
217379,TDS LANDFILL,2017-08-16 16:27:00,GARBAGE COLLECTIONS,12040,1,1
355304,TDS LANDFILL,2017-08-16 16:33:00,GARBAGE COLLECTIONS,31260,1,1
449350,TDS LANDFILL,2017-08-16 16:42:00,GARBAGE COLLECTIONS,13720,1,1
385452,TDS LANDFILL,2017-08-16 17:04:00,GARBAGE COLLECTIONS,21540,1,1
292942,TDS LANDFILL,2017-08-16 17:10:00,GARBAGE COLLECTIONS,15180,1,1
179454,TDS LANDFILL,2017-08-16 17:11:00,GARBAGE COLLECTIONS,13640,1,1
306544,TDS LANDFILL,2017-08-16 17:14:00,GARBAGE COLLECTIONS,21200,1,1
519194,TDS LANDFILL,2017-08-16 17:15:00,GARBAGE COLLECTIONS,17560,1,1
461108,TDS LANDFILL,2017-08-16 17:17:00,GARBAGE COLLECTIONS,13680,1,1
301396,TDS LANDFILL,2017-08-16 17:25:00,GARBAGE COLLECTIONS,14380,1,1
474658,TDS LANDFILL,2017-08-16 17:34:00,GARBAGE COLLECTIONS,18280,1,1
148791,TDS LANDFILL,2017-08-16 18:08:00,GARBAGE COLLECTIONS,17600,1,1
375677,TDS LANDFILL,2017-08-16 18:55:00,GARBAGE COLLECTIONS,22520,1,1
500169,TDS LANDFILL,2017-08-16 18:59:00,GARBAGE COLLECTIONS,12660,1,1
102309,BALCONES RECYCLING,2017-08-17 00:00:00,RECYCLING - SINGLE STREAM,5040,2,2
150896,BRAKER SITE,2017-08-17 09:50:00,BRUSH,10000,6,6
42733,BRAKER SITE,2017-08-17 10:15:00,BRUSH,10000,6,6
50787,BRAKER SITE,2017-08-17 10:30:00,BRUSH,5500,6,6
549196,BRAKER SITE,2017-08-17 10:30:00,BRUSH,10000,6,6
89799,BALCONES RECYCLING,2017-08-17 10:42:00,RECYCLING - SINGLE STREAM,7800,2,2
325109,BRAKER SITE,2017-08-17 11:00:00,BRUSH,7500,6,6
398943,BRAKER SITE,2017-08-17 11:30:00,BRUSH,5250,6,6
408523,BRAKER SITE,2017-08-17 12:00:00,BRUSH,10000,6,6
352449,HORNSBY BEND,2017-08-17 12:05:00,YARD TRIMMING,2840,3,3
348049,TDS LANDFILL,2017-08-17 12:15:00,GARBAGE COLLECTIONS,15820,1,1
179505,HORNSBY BEND,2017-08-17 12:15:00,YARD TRIMMING,2083,3,3
524962,HORNSBY BEND,2017-08-17 12:20:00,YARD TRIMMING,10920,3,3
247071,HORNSBY BEND,2017-08-17 12:24:00,YARD TRIMMING,8360,3,3
313604,BALCONES RECYCLING,2017-08-17 12:28:00,RECYCLING - SINGLE STREAM,14290,2,2
355910,BALCONES RECYCLING,2017-08-17 12:31:00,RECYCLING - SINGLE STREAM,13050,2,2
494924,HORNSBY BEND,2017-08-17 12:34:00,YARD TRIMMING,6900,3,3
487032,HORNSBY BEND,2017-08-17 12:40:00,YARD TRIMMING,10140,3,3
29023,BALCONES RECYCLING,2017-08-17 12:42:00,RECYCLING - SINGLE STREAM,14240,2,2
497186,ORGANICS BY GOSH,2017-08-17 12:47:00,YARD TRIMMING,8980,8,3
279055,ORGANICS BY GOSH,2017-08-17 12:48:00,YARD TRIMMING,8560,8,3
381300,HORNSBY BEND,2017-08-17 12:48:00,YARD TRIMMING,5920,3,3
23835,ORGANICS BY GOSH,2017-08-17 12:50:00,YARD TRIMMING,9060,8,3
222230,BALCONES RECYCLING,2017-08-17 12:51:00,RECYCLING - SINGLE STREAM,3260,2,2
135794,HORNSBY BEND,2017-08-17 12:54:00,YARD TRIMMING,8900,3,3
231019,TDS LANDFILL,2017-08-17 12:56:00,GARBAGE COLLECTIONS,19500,1,1
496413,HORNSBY BEND,2017-08-17 12:59:00,YARD TRIMMING,3620,3,3
335166,BRAKER SITE,2017-08-17 13:00:00,BRUSH,10000,6,6
240405,HORNSBY BEND,2017-08-17 13:02:00,YARD TRIMMING,6940,3,3
417175,TDS LANDFILL,2017-08-17 13:15:00,GARBAGE COLLECTIONS,5700,1,1
94578,TDS LANDFILL,2017-08-17 13:15:00,GARBAGE COLLECTIONS,22160,1,1
259351,HORNSBY BEND,2017-08-17 13:15:00,YARD TRIMMING,5480,3,3
259083,HORNSBY BEND,2017-08-17 13:23:00,YARD TRIMMING,15580,3,3
63689,TDS LANDFILL,2017-08-17 13:30:00,GARBAGE COLLECTIONS,27160,1,1
61239,TDS LANDFILL,2017-08-17 13:40:00,GARBAGE COLLECTIONS,21920,1,1
366976,TDS LANDFILL,2017-08-17 13:45:00,GARBAGE COLLECTIONS,24020,1,1
259334,HORNSBY BEND,2017-08-17 13:51:00,YARD TRIMMING,8320,3,3
541194,HORNSBY BEND,2017-08-17 14:25:00,BRUSH,3200,3,6
328124,TDS LANDFILL,2017-08-17 14:31:00,GARBAGE COLLECTIONS,18700,1,1
273051,TDS LANDFILL,2017-08-17 14:45:00,GARBAGE COLLECTIONS,22400,1,1
538627,BRAKER SITE,2017-08-17 15:00:00,BRUSH,10000,6,6
117143,TDS LANDFILL,2017-08-17 15:00:00,GARBAGE COLLECTIONS,23360,1,1
174286,TDS LANDFILL,2017-08-17 15:30:00,GARBAGE COLLECTIONS,17600,1,1
298948,TDS LANDFILL,2017-08-17 15:31:00,GARBAGE COLLECTIONS,28840,1,1
313298,BRAKER SITE,2017-08-17 15:35:00,BRUSH,5250,6,6
514616,BRAKER SITE,2017-08-17 15:35:00,BRUSH,10000,6,6
329491,BRAKER SITE,2017-08-17 15:45:00,BRUSH,7500,6,6
557516,TDS LANDFILL,2017-08-17 16:05:00,GARBAGE COLLECTIONS,23820,1,1
29192,WINNEBAGO,2017-08-18 07:00:23,SWEEPING,0,9,4
96863,MRF,2017-08-18 07:00:30,RECYCLING - COMINGLE,0,9,7
2058,MRF,2017-08-18 07:00:30,RECYCLING - PAPER,0,9,7
120170,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,5660,9,7
445305,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,3640,9,7
292103,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,4880,9,7
267695,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,5340,9,7
137738,MRF,2017-08-18 07:00:37,RECYCLING - PAPER,3000,9,7
481058,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,5320,9,7
392987,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,4260,9,7
464194,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,1380,9,7
132016,MRF,2017-08-18 07:00:37,RECYCLING - PAPER,1860,9,7
265602,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,2420,9,7
170440,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,2560,9,7
269138,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,2900,9,7
73243,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,3940,9,7
205237,MRF,2017-08-18 07:00:37,RECYCLING - PAPER,1880,9,7
392776,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,3860,9,7
288132,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,5560,9,7
376287,MRF,2017-08-18 07:00:37,RECYCLING - PAPER,1040,9,7
196646,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,2620,9,7
30499,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,1960,9,7
33190,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,3940,9,7
553339,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,3080,9,7
544058,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,5080,9,7
403095,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,2540,9,7
510605,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,4100,9,7
227969,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,7400,9,7
228049,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,1760,9,7
12295,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,3920,9,7
182252,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,4800,9,7
485250,MRF,2017-08-18 07:00:37,RECYCLING - PAPER,2660,9,7
101777,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,3260,9,7
80533,MRF,2017-08-18 07:00:37,RECYCLING - PAPER,1460,9,7
483546,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,4100,9,7
141082,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,5420,9,7
508875,MRF,2017-08-18 07:00:37,RECYCLING - PAPER,860,9,7
251867,MRF,2017-08-18 07:00:37,RECYCLING - PAPER,1680,9,7
552824,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,2920,9,7
522951,MRF,2017-08-18 07:00:37,RECYCLING - PAPER,3100,9,7
217799,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,1080,9,7
311514,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,3640,9,7
284617,MRF,2017-08-18 07:00:37,RECYCLING - COMINGLE,3980,9,7
