,dropoff_site,load_time,load_type,load_weight,dropoff_site_new,load_type_new
323944,HORNSBY BEND,2017-08-11 12:32:00,YARD TRIMMING,5700,3,3
340343,TDS LANDFILL,2017-08-11 12:36:00,GARBAGE COLLECTIONS,10340,1,1
533212,BALCONES RECYCLING,2017-08-11 12:37:00,RECYCLING - SINGLE STREAM,8020,2,2
185687,TDS LANDFILL,2017-08-11 12:37:00,GARBAGE COLLECTIONS,13020,1,1
456920,BALCONES RECYCLING,2017-08-11 12:38:00,RECYCLING - SINGLE STREAM,14710,2,2
130171,HORNSBY BEND,2017-08-11 12:41:00,YARD TRIMMING,12260,3,3
337550,BALCONES RECYCLING,2017-08-11 12:41:00,RECYCLING - SINGLE STREAM,13617,2,2
460530,BALCONES RECYCLING,2017-08-11 12:42:00,RECYCLING - SINGLE STREAM,2360,2,2
148863,HORNSBY BEND,2017-08-11 12:43:00,YARD TRIMMING,9720,3,3
383444,BALCONES RECYCLING,2017-08-11 12:43:00,RECYCLING - SINGLE STREAM,11830,2,2
153887,TDS LANDFILL,2017-08-11 12:45:00,GARBAGE COLLECTIONS,22600,1,1
149981,TDS LANDFILL,2017-08-11 12:47:00,GARBAGE COLLECTIONS,20280,1,1
171831,BALCONES RECYCLING,2017-08-11 12:47:00,RECYCLING - SINGLE STREAM,15160,2,2
49828,TDS LANDFILL,2017-08-11 12:48:00,SWEEPING,12280,1,4
70553,BALCONES RECYCLING,2017-08-11 12:48:00,RECYCLING - SINGLE STREAM,10380,2,2
8691,TDS LANDFILL,2017-08-11 12:49:00,GARBAGE COLLECTIONS,15460,1,1
333818,BALCONES RECYCLING,2017-08-11 12:50:00,RECYCLING - SINGLE STREAM,15400,2,2
357375,TDS LANDFILL,2017-08-11 12:50:00,BULK,7240,1,5
315107,ONION CREEK,2017-08-11 12:50:00,SWEEPING,0,5,4
22061,HORNSBY BEND,2017-08-11 12:50:00,YARD TRIMMING,11760,3,3
253704,TDS LANDFILL,2017-08-11 12:52:00,GARBAGE COLLECTIONS,18760,1,1
375066,HORNSBY BEND,2017-08-11 12:57:00,YARD TRIMMING,9460,3,3
159774,BALCONES RECYCLING,2017-08-11 12:58:00,RECYCLING - SINGLE STREAM,20000,2,2
158785,TDS LANDFILL,2017-08-11 12:58:00,GARBAGE COLLECTIONS,18840,1,1
404944,TDS LANDFILL,2017-08-11 12:59:00,GARBAGE COLLECTIONS,20580,1,1
59074,BALCONES RECYCLING,2017-08-11 13:00:00,RECYCLING - SINGLE STREAM,8153,2,2
335647,TDS LANDFILL,2017-08-11 13:00:00,GARBAGE COLLECTIONS,12500,1,1
25173,BALCONES RECYCLING,2017-08-11 13:00:00,RECYCLING - SINGLE STREAM,5840,2,2
373621,BALCONES RECYCLING,2017-08-11 13:00:00,RECYCLING - SINGLE STREAM,1520,2,2
149761,BALCONES RECYCLING,2017-08-11 13:01:00,RECYCLING - SINGLE STREAM,2640,2,2
18235,BALCONES RECYCLING,2017-08-11 13:03:00,RECYCLING - SINGLE STREAM,3200,2,2
151965,HORNSBY BEND,2017-08-11 13:04:00,YARD TRIMMING,5360,3,3
293679,HORNSBY BEND,2017-08-11 13:05:00,YARD TRIMMING,11660,3,3
531477,TDS LANDFILL,2017-08-11 13:05:00,GARBAGE COLLECTIONS,17460,1,1
487354,HORNSBY BEND,2017-08-11 13:08:00,YARD TRIMMING,10360,3,3
151512,BALCONES RECYCLING,2017-08-11 13:08:00,RECYCLING - SINGLE STREAM,11260,2,2
220331,HORNSBY BEND,2017-08-11 13:10:00,YARD TRIMMING,12460,3,3
229988,TDS LANDFILL,2017-08-11 13:12:00,GARBAGE COLLECTIONS,7240,1,1
150655,ONION CREEK,2017-08-11 13:15:00,SWEEPING,0,5,4
416181,TDS LANDFILL,2017-08-11 13:15:00,GARBAGE COLLECTIONS,15260,1,1
382813,TDS LANDFILL,2017-08-11 13:15:00,GARBAGE COLLECTIONS,25700,1,1
385089,TDS LANDFILL,2017-08-11 13:18:00,GARBAGE COLLECTIONS,19400,1,1
236029,TDS LANDFILL,2017-08-11 13:18:00,GARBAGE COLLECTIONS,17820,1,1
151300,TDS LANDFILL,2017-08-11 13:23:00,GARBAGE COLLECTIONS,10160,1,1
456338,TDS LANDFILL,2017-08-11 13:28:00,GARBAGE COLLECTIONS,9660,1,1
96902,TDS LANDFILL,2017-08-11 13:29:00,GARBAGE COLLECTIONS,9800,1,1
295621,TDS LANDFILL,2017-08-11 13:30:00,GARBAGE COLLECTIONS,17780,1,1
524084,ONION CREEK,2017-08-11 13:30:00,SWEEPING,0,5,4
418240,TDS LANDFILL,2017-08-11 13:30:00,GARBAGE COLLECTIONS,14620,1,1
88168,ORGANICS BY GOSH,2017-08-11 13:35:00,YARD TRIMMING,9100,8,3
120133,TDS LANDFILL,2017-08-11 13:36:00,GARBAGE COLLECTIONS,15480,1,1
544095,TDS LANDFILL,2017-08-11 13:44:00,GARBAGE COLLECTIONS,24580,1,1
43889,BALCONES RECYCLING,2017-08-11 13:44:00,RECYCLING - SINGLE STREAM,4160,2,2
400515,TDS LANDFILL,2017-08-11 13:45:00,GARBAGE COLLECTIONS,13480,1,1
539991,TDS LANDFILL,2017-08-11 13:45:00,GARBAGE COLLECTIONS,16500,1,1
361097,TDS LANDFILL,2017-08-11 13:45:00,GARBAGE COLLECTIONS,17760,1,1
186868,ORGANICS BY GOSH,2017-08-11 13:49:00,YARD TRIMMING,5360,8,3
241537,TDS LANDFILL,2017-08-11 13:49:00,GARBAGE COLLECTIONS,20640,1,1
31349,TDS LANDFILL,2017-08-11 13:57:00,BULK,3400,1,5
169303,TDS LANDFILL,2017-08-11 13:59:00,GARBAGE COLLECTIONS,19300,1,1
194166,TDS LANDFILL,2017-08-11 14:00:00,GARBAGE COLLECTIONS,9440,1,1
380288,TDS LANDFILL,2017-08-11 14:02:00,BULK,4400,1,5
477708,TDS LANDFILL,2017-08-11 14:03:00,GARBAGE COLLECTIONS,16400,1,1
182436,MRF,2017-08-11 14:04:00,TIRES,800,9,7
356254,TDS LANDFILL,2017-08-11 14:04:00,BULK,12340,1,5
159220,TDS LANDFILL,2017-08-11 14:10:00,GARBAGE COLLECTIONS,18600,1,1
554325,TDS LANDFILL,2017-08-11 14:13:00,GARBAGE COLLECTIONS,18340,1,1
288793,TDS LANDFILL,2017-08-11 14:15:00,GARBAGE COLLECTIONS,16180,1,1
236627,TDS LANDFILL,2017-08-11 14:15:00,GARBAGE COLLECTIONS,22420,1,1
82776,TDS LANDFILL,2017-08-11 14:19:00,GARBAGE COLLECTIONS,17460,1,1
264910,TDS LANDFILL,2017-08-11 14:19:00,GARBAGE COLLECTIONS,19800,1,1
466149,TDS LANDFILL,2017-08-11 14:22:00,BULK,5080,1,5
244244,MRF,2017-08-11 14:24:00,TIRES,260,9,7
474577,TDS LANDFILL,2017-08-11 14:56:00,GARBAGE COLLECTIONS,16980,1,1
151975,TDS LANDFILL,2017-08-11 15:05:00,GARBAGE COLLECTIONS,23720,1,1
474613,TDS LANDFILL,2017-08-11 15:13:00,GARBAGE COLLECTIONS,21240,1,1
138956,ONION CREEK,2017-08-12 00:00:00,SWEEPING,0,5,4
79141,ONION CREEK,2017-08-12 00:00:00,SWEEPING,0,5,4
525641,ONION CREEK,2017-08-12 00:00:00,SWEEPING,0,5,4
116239,TDS LANDFILL,2017-08-12 00:00:00,LITTER,3020,1,7
563615,TDS LANDFILL,2017-08-12 00:00:00,DEAD ANIMAL,120,1,7
5838,ONION CREEK,2017-08-12 00:00:00,SWEEPING,0,5,4
246203,TDS LANDFILL,2017-08-12 00:00:00,LITTER,2280,1,7
463622,ONION CREEK,2017-08-12 00:00:00,SWEEPING,0,5,4
273130,ONION CREEK,2017-08-12 00:00:00,SWEEPING,0,5,4
532467,TDS LANDFILL,2017-08-12 10:51:00,GARBAGE COLLECTIONS,540,1,1
357092,TDS LANDFILL,2017-08-14 00:00:00,DEAD ANIMAL,580,1,7
500620,TDS LANDFILL,2017-08-14 07:30:00,SWEEPING,9900,1,4
133730,TDS LANDFILL,2017-08-14 08:07:00,SWEEPING,7940,1,4
67432,TDS LANDFILL,2017-08-14 08:26:00,BULK,11340,1,5
386733,TDS LANDFILL,2017-08-14 08:34:00,GARBAGE COLLECTIONS,9720,1,1
359753,ORGANICS BY GOSH,2017-08-14 09:15:00,YARD TRIMMING,8420,8,3
167460,TDS - MRF,2017-08-14 09:46:00,RECYCLING - SINGLE STREAM,12700,4,2
410675,TDS LANDFILL,2017-08-14 09:53:00,SWEEPING,7080,1,4
346583,TDS - MRF,2017-08-14 09:58:00,RECYCLING - SINGLE STREAM,11660,4,2
235219,TDS - MRF,2017-08-14 10:00:00,RECYCLING - SINGLE STREAM,10880,4,2
287053,TDS LANDFILL,2017-08-14 10:00:00,GARBAGE COLLECTIONS,16200,1,1
501226,TDS LANDFILL,2017-08-14 10:04:00,GARBAGE COLLECTIONS,10960,1,1
202687,TDS LANDFILL,2017-08-14 10:13:00,GARBAGE COLLECTIONS,13220,1,1
426297,TDS LANDFILL,2017-08-14 10:14:00,GARBAGE COLLECTIONS,17420,1,1
216825,TDS - MRF,2017-08-14 10:19:00,RECYCLING - SINGLE STREAM,13840,4,2
438586,TDS - MRF,2017-08-14 10:22:00,RECYCLING - SINGLE STREAM,12340,4,2
438257,TDS - MRF,2017-08-14 10:33:00,RECYCLING - SINGLE STREAM,12700,4,2
122931,TDS LANDFILL,2017-08-14 10:35:00,GARBAGE COLLECTIONS,22300,1,1
416579,BALCONES RECYCLING,2017-08-14 10:37:00,RECYCLING - SINGLE STREAM,1060,2,2
3296,TDS LANDFILL,2017-08-14 10:40:00,GARBAGE COLLECTIONS,16620,1,1
551951,TDS LANDFILL,2017-08-14 10:45:00,GARBAGE COLLECTIONS,14760,1,1
413697,TDS - MRF,2017-08-14 10:47:00,RECYCLING - SINGLE STREAM,6840,4,2
395931,TDS - MRF,2017-08-14 10:48:00,RECYCLING - SINGLE STREAM,11780,4,2
419269,TDS LANDFILL,2017-08-14 11:00:00,GARBAGE COLLECTIONS,21040,1,1
41141,TDS - MRF,2017-08-14 11:00:00,RECYCLING - SINGLE STREAM,12280,4,2
293073,BRAKER SITE,2017-08-14 11:00:00,BRUSH,7500,6,6
240225,TDS - MRF,2017-08-14 11:08:00,RECYCLING - SINGLE STREAM,11220,4,2
483189,TDS LANDFILL,2017-08-14 11:10:00,GARBAGE COLLECTIONS,25360,1,1
187623,TDS - MRF,2017-08-14 11:10:00,RECYCLING - SINGLE STREAM,10300,4,2
107721,TDS - MRF,2017-08-14 11:13:00,RECYCLING - SINGLE STREAM,11420,4,2
250286,TDS LANDFILL,2017-08-14 11:15:00,GARBAGE COLLECTIONS,19980,1,1
294030,BRAKER SITE,2017-08-14 11:15:00,BRUSH,10000,6,6
239643,TDS - MRF,2017-08-14 11:15:00,RECYCLING - SINGLE STREAM,3700,4,2
196765,TDS LANDFILL,2017-08-14 11:15:00,GARBAGE COLLECTIONS,16160,1,1
547533,TDS LANDFILL,2017-08-14 11:18:00,GARBAGE COLLECTIONS,12420,1,1
194897,TDS LANDFILL,2017-08-14 11:27:00,GARBAGE COLLECTIONS,20380,1,1
409793,TDS LANDFILL,2017-08-14 11:31:00,GARBAGE COLLECTIONS,2860,1,1
22073,TDS LANDFILL,2017-08-14 11:31:00,GARBAGE COLLECTIONS,13280,1,1
547429,TDS LANDFILL,2017-08-14 11:37:00,GARBAGE COLLECTIONS,14560,1,1
432827,TDS - MRF,2017-08-14 11:41:00,RECYCLING - SINGLE STREAM,2640,4,2
502722,TDS LANDFILL,2017-08-14 11:45:00,GARBAGE COLLECTIONS,20280,1,1
163831,TDS - MRF,2017-08-14 11:47:00,RECYCLING - SINGLE STREAM,11740,4,2
381241,BRAKER SITE,2017-08-14 11:50:00,BRUSH,10000,6,6
169490,TDS LANDFILL,2017-08-14 11:52:00,BULK,13020,1,5
182018,TDS - MRF,2017-08-14 11:55:00,RECYCLING - SINGLE STREAM,4020,4,2
509175,HORNSBY BEND,2017-08-14 12:06:00,YARD TRIMMING,5160,3,3
126741,TDS - MRF,2017-08-14 12:07:00,RECYCLING - SINGLE STREAM,4940,4,2
453491,HORNSBY BEND,2017-08-14 12:19:00,YARD TRIMMING,9180,3,3
59970,HORNSBY BEND,2017-08-14 12:21:00,YARD TRIMMING,9520,3,3
243333,HORNSBY BEND,2017-08-14 12:24:00,YARD TRIMMING,10420,3,3
89740,ELMONT,2017-08-14 12:25:00,SWEEPING,0,9,4
439275,HORNSBY BEND,2017-08-14 12:28:00,YARD TRIMMING,11020,3,3
390434,ORGANICS BY GOSH,2017-08-14 12:40:00,YARD TRIMMING,5520,8,3
335542,ORGANICS BY GOSH,2017-08-14 12:44:00,YARD TRIMMING,4740,8,3
140126,TDS LANDFILL,2017-08-14 12:45:00,GARBAGE COLLECTIONS,26840,1,1
142500,ELMONT,2017-08-14 12:45:00,SWEEPING,0,9,4
282006,TDS LANDFILL,2017-08-14 12:45:00,GARBAGE COLLECTIONS,25520,1,1
271684,ONION CREEK,2017-08-14 12:45:00,SWEEPING,0,5,4
71255,HORNSBY BEND,2017-08-14 12:46:00,YARD TRIMMING,7000,3,3
267404,HORNSBY BEND,2017-08-14 12:47:00,YARD TRIMMING,10240,3,3
166660,HORNSBY BEND,2017-08-14 12:49:00,YARD TRIMMING,9640,3,3
119937,TDS LANDFILL,2017-08-14 12:50:00,BULK,10000,1,5
490783,HORNSBY BEND,2017-08-14 12:54:00,YARD TRIMMING,5180,3,3
304862,BRAKER SITE,2017-08-14 12:56:00,BRUSH,10000,6,6
414185,TDS - MRF,2017-08-14 12:58:00,RECYCLING - SINGLE STREAM,8860,4,2
447086,TDS LANDFILL,2017-08-14 13:00:00,BULK,6880,1,5
209495,TDS LANDFILL,2017-08-14 13:00:00,GARBAGE COLLECTIONS,26080,1,1
22352,ON ROUTE HIGH DUMP,2017-08-14 13:02:00,SWEEPING,0,7,4
207884,TDS LANDFILL,2017-08-14 13:03:00,GARBAGE COLLECTIONS,23680,1,1
388389,TDS LANDFILL,2017-08-14 13:06:00,SWEEPING,5040,1,4
399724,TDS LANDFILL,2017-08-14 13:18:00,GARBAGE COLLECTIONS,21100,1,1
192129,HORNSBY BEND,2017-08-14 13:19:00,YARD TRIMMING,13800,3,3
356836,TDS LANDFILL,2017-08-14 13:20:00,GARBAGE COLLECTIONS,24280,1,1
516623,HORNSBY BEND,2017-08-14 13:27:00,YARD TRIMMING,11220,3,3
282400,TDS LANDFILL,2017-08-14 13:29:00,GARBAGE COLLECTIONS,24140,1,1
500707,HORNSBY BEND,2017-08-14 13:30:00,YARD TRIMMING,13870,3,3
233353,TDS LANDFILL,2017-08-14 13:30:00,GARBAGE COLLECTIONS,9420,1,1
94819,TDS LANDFILL,2017-08-14 13:36:00,GARBAGE COLLECTIONS,28320,1,1
557008,TDS LANDFILL,2017-08-14 13:45:00,GARBAGE COLLECTIONS,16880,1,1
410736,TDS LANDFILL,2017-08-14 13:46:00,GARBAGE COLLECTIONS,28300,1,1
89697,TDS LANDFILL,2017-08-14 13:46:00,GARBAGE COLLECTIONS,20280,1,1
498622,ON ROUTE HIGH DUMP,2017-08-14 13:50:00,SWEEPING,0,7,4
144211,TDS LANDFILL,2017-08-14 13:53:00,GARBAGE COLLECTIONS,18220,1,1
395113,TDS LANDFILL,2017-08-14 14:00:00,GARBAGE COLLECTIONS,20260,1,1
34968,TDS - MRF,2017-08-14 14:00:00,RECYCLING - SINGLE STREAM,11980,4,2
549251,TDS LANDFILL,2017-08-14 14:05:00,GARBAGE COLLECTIONS,28020,1,1
101104,TDS - MRF,2017-08-14 14:14:00,RECYCLING - SINGLE STREAM,11580,4,2
484106,TDS LANDFILL,2017-08-14 14:15:00,GARBAGE COLLECTIONS,25760,1,1
276451,TDS LANDFILL,2017-08-14 14:18:00,GARBAGE COLLECTIONS,23480,1,1
42882,TDS - MRF,2017-08-14 14:21:00,RECYCLING - SINGLE STREAM,10240,4,2
132974,TDS LANDFILL,2017-08-14 14:22:00,GARBAGE COLLECTIONS,25200,1,1
3026,TDS LANDFILL,2017-08-14 14:23:00,GARBAGE COLLECTIONS,23040,1,1
185000,TDS LANDFILL,2017-08-14 14:30:00,GARBAGE COLLECTIONS,26040,1,1
400174,TDS - MRF,2017-08-14 14:30:00,RECYCLING - SINGLE STREAM,5280,4,2
131648,TDS LANDFILL,2017-08-14 14:32:00,GARBAGE COLLECTIONS,21420,1,1
26327,TDS - MRF,2017-08-14 14:33:00,RECYCLING - SINGLE STREAM,16600,4,2
208063,TDS - MRF,2017-08-14 14:38:00,RECYCLING - SINGLE STREAM,16640,4,2
420681,TDS LANDFILL,2017-08-14 14:38:00,GARBAGE COLLECTIONS,25100,1,1
49701,TDS - MRF,2017-08-14 14:40:00,RECYCLING - SINGLE STREAM,16960,4,2
248036,TDS LANDFILL,2017-08-14 14:40:00,BULK,10080,1,5
405706,TDS LANDFILL,2017-08-14 14:42:00,BULK,12880,1,5
434855,TDS LANDFILL,2017-08-14 14:42:00,GARBAGE COLLECTIONS,9200,1,1
68070,TDS LANDFILL,2017-08-14 14:43:00,GARBAGE COLLECTIONS,23560,1,1
272888,TDS LANDFILL,2017-08-14 14:46:00,GARBAGE COLLECTIONS,24880,1,1
443851,TDS - MRF,2017-08-14 14:47:00,RECYCLING - SINGLE STREAM,14540,4,2
370470,TDS LANDFILL,2017-08-14 14:51:00,BULK,10900,1,5
409196,TDS LANDFILL,2017-08-14 14:52:00,GARBAGE COLLECTIONS,22540,1,1
17822,TDS LANDFILL,2017-08-14 14:53:00,GARBAGE COLLECTIONS,12300,1,1
107714,TDS LANDFILL,2017-08-14 14:53:00,SWEEPING,18100,1,4
199490,TDS - MRF,2017-08-14 15:00:00,RECYCLING - SINGLE STREAM,13940,4,2
38084,TDS LANDFILL,2017-08-14 15:05:00,BULK,12600,1,5
313236,TDS LANDFILL,2017-08-14 15:06:00,GARBAGE COLLECTIONS,27540,1,1
45623,TDS LANDFILL,2017-08-14 15:07:00,GARBAGE COLLECTIONS,20320,1,1
135568,TDS LANDFILL,2017-08-14 15:10:00,GARBAGE COLLECTIONS,17800,1,1
282188,HORNSBY BEND,2017-08-14 15:11:00,BRUSH,8500,3,6
561829,TDS LANDFILL,2017-08-14 15:15:00,GARBAGE COLLECTIONS,12420,1,1
375152,TDS LANDFILL,2017-08-14 15:16:00,GARBAGE COLLECTIONS,17080,1,1
280318,TDS LANDFILL,2017-08-14 15:16:00,GARBAGE COLLECTIONS,13940,1,1
17790,TDS LANDFILL,2017-08-14 15:16:00,GARBAGE COLLECTIONS,8200,1,1
382732,BRAKER SITE,2017-08-14 15:20:00,BRUSH,10000,6,6
10251,TDS LANDFILL,2017-08-14 15:21:00,GARBAGE COLLECTIONS,9660,1,1
180619,HORNSBY BEND,2017-08-14 15:22:00,BRUSH,10400,3,6
225410,TDS LANDFILL,2017-08-14 15:24:00,GARBAGE COLLECTIONS,15880,1,1
557699,HORNSBY BEND,2017-08-14 15:28:00,BRUSH,4180,3,6
267320,ONION CREEK,2017-08-14 15:30:00,SWEEPING,0,5,4
401121,TDS - MRF,2017-08-14 15:32:00,RECYCLING - SINGLE STREAM,11880,4,2
71726,TDS - MRF,2017-08-14 15:35:00,RECYCLING - SINGLE STREAM,11720,4,2
29741,TDS LANDFILL,2017-08-14 15:40:00,GARBAGE COLLECTIONS,18460,1,1
100063,TDS LANDFILL,2017-08-14 15:41:00,GARBAGE COLLECTIONS,9800,1,1
20100,ONION CREEK,2017-08-14 15:45:00,SWEEPING,0,5,4
429630,TDS LANDFILL,2017-08-14 15:45:00,GARBAGE COLLECTIONS,6460,1,1
182534,TDS LANDFILL,2017-08-14 15:45:00,GARBAGE COLLECTIONS,9060,1,1
394622,TDS LANDFILL,2017-08-14 15:46:00,BULK,4120,1,5
515714,ONION CREEK,2017-08-14 15:50:00,SWEEPING,0,5,4
126760,ONION CREEK,2017-08-14 15:50:00,SWEEPING,0,5,4
448138,TDS - MRF,2017-08-14 15:57:00,RECYCLING - SINGLE STREAM,7740,4,2
292596,TDS - MRF,2017-08-14 15:57:00,RECYCLING - SINGLE STREAM,12920,4,2
267107,HORNSBY BEND,2017-08-14 15:58:00,BRUSH,7840,3,6
76082,TDS LANDFILL,2017-08-14 16:00:00,GARBAGE COLLECTIONS,14520,1,1
313679,TDS LANDFILL,2017-08-14 16:00:00,GARBAGE COLLECTIONS,12300,1,1
208007,TDS LANDFILL,2017-08-14 16:00:00,GARBAGE COLLECTIONS,26560,1,1
555061,TDS LANDFILL,2017-08-14 16:00:00,GARBAGE COLLECTIONS,14760,1,1
256552,TDS - MRF,2017-08-14 16:03:00,RECYCLING - SINGLE STREAM,10440,4,2
508013,TDS - MRF,2017-08-14 16:10:00,RECYCLING - SINGLE STREAM,5400,4,2
340621,TDS - MRF,2017-08-14 16:11:00,RECYCLING - SINGLE STREAM,8040,4,2
418233,TDS LANDFILL,2017-08-14 16:14:00,BULK,8620,1,5
468624,TDS LANDFILL,2017-08-14 16:18:00,BULK,3400,1,5
19131,TDS - MRF,2017-08-14 16:28:00,RECYCLING - SINGLE STREAM,13080,4,2
67022,TDS LANDFILL,2017-08-14 16:30:00,GARBAGE COLLECTIONS,16460,1,1
345347,TDS - MRF,2017-08-14 16:57:00,RECYCLING - SINGLE STREAM,6680,4,2
165362,TDS - MRF,2017-08-14 17:13:00,RECYCLING - SINGLE STREAM,12040,4,2
85534,TDS - MRF,2017-08-15 01:34:00,RECYCLING - SINGLE STREAM,5640,4,2
357072,TDS LANDFILL,2017-08-15 07:28:00,MIXED LITTER,1600,1,7
238351,TDS LANDFILL,2017-08-15 07:32:00,SWEEPING,7200,1,4
233784,TDS - MRF,2017-08-15 07:54:00,RECYCLING - SINGLE STREAM,320,4,2
188053,TDS LANDFILL,2017-08-15 08:19:00,BULK,3200,1,5
274324,TDS LANDFILL,2017-08-15 08:38:00,SWEEPING,7300,1,4
352796,ON ROUTE HIGH DUMP,2017-08-15 09:00:00,SWEEPING,0,7,4
522918,TDS - MRF,2017-08-15 09:00:00,RECYCLING - SINGLE STREAM,8980,4,2
394397,BRAKER SITE,2017-08-15 09:55:00,BRUSH,10000,6,6
226749,TDS - MRF,2017-08-15 10:00:00,RECYCLING - SINGLE STREAM,9000,4,2
275399,BRAKER SITE,2017-08-15 10:25:00,BRUSH,10000,6,6
172650,ON ROUTE HIGH DUMP,2017-08-15 10:30:00,SWEEPING,0,7,4
381880,TDS - MRF,2017-08-15 10:33:00,RECYCLING - SINGLE STREAM,12660,4,2
122,BRAKER SITE,2017-08-15 10:45:00,BRUSH,7500,6,6
270029,TDS LANDFILL,2017-08-15 11:00:00,GARBAGE COLLECTIONS,16060,1,1
190991,TDS - MRF,2017-08-15 11:00:00,RECYCLING - SINGLE STREAM,11080,4,2
235663,TDS - MRF,2017-08-15 11:02:00,RECYCLING - SINGLE STREAM,13940,4,2
401509,TDS LANDFILL,2017-08-15 11:02:00,GARBAGE COLLECTIONS,11260,1,1
266377,TDS LANDFILL,2017-08-15 11:04:00,GARBAGE COLLECTIONS,13380,1,1
505228,TDS LANDFILL,2017-08-15 11:05:00,GARBAGE COLLECTIONS,6880,1,1
16438,BRAKER SITE,2017-08-15 11:20:00,BRUSH,5500,6,6
281333,ON ROUTE HIGH DUMP,2017-08-15 11:20:00,SWEEPING,0,7,4
169705,TDS LANDFILL,2017-08-15 11:25:00,BULK,3940,1,5
140398,TDS - MRF,2017-08-15 11:29:00,RECYCLING - SINGLE STREAM,520,4,2
318533,BRAKER SITE,2017-08-15 11:30:00,BRUSH,5250,6,6
519627,TDS - MRF,2017-08-15 11:35:00,RECYCLING - SINGLE STREAM,4880,4,2
450639,TDS LANDFILL,2017-08-15 11:37:00,BULK,9080,1,5
198111,TDS LANDFILL,2017-08-15 11:37:00,GARBAGE COLLECTIONS,18260,1,1
334188,TDS - MRF,2017-08-15 11:39:00,RECYCLING - SINGLE STREAM,12120,4,2
416164,TDS LANDFILL,2017-08-15 11:39:00,GARBAGE COLLECTIONS,4920,1,1
500342,TDS LANDFILL,2017-08-15 11:40:00,GARBAGE COLLECTIONS,18720,1,1
357690,TDS LANDFILL,2017-08-15 11:42:00,GARBAGE COLLECTIONS,9040,1,1
1520,BRAKER SITE,2017-08-15 11:45:00,BRUSH,10000,6,6
36376,TDS LANDFILL,2017-08-15 11:55:00,GARBAGE COLLECTIONS,16300,1,1
389355,ON ROUTE HIGH DUMP,2017-08-15 12:00:00,SWEEPING,0,7,4
535934,TDS - MRF,2017-08-15 12:00:00,RECYCLING - SINGLE STREAM,9560,4,2
133247,TDS - MRF,2017-08-15 12:00:00,RECYCLING - SINGLE STREAM,8040,4,2
489991,TDS LANDFILL,2017-08-15 12:03:00,GARBAGE COLLECTIONS,16820,1,1
476325,HORNSBY BEND,2017-08-15 12:09:00,YARD TRIMMING,2500,3,3
423257,TDS LANDFILL,2017-08-15 12:15:00,GARBAGE COLLECTIONS,5360,1,1
415666,BRAKER SITE,2017-08-15 12:15:00,BRUSH,10000,6,6
163855,TDS - MRF,2017-08-15 12:18:00,RECYCLING - SINGLE STREAM,12840,4,2
428800,TDS LANDFILL,2017-08-15 12:30:00,GARBAGE COLLECTIONS,22920,1,1
490308,HORNSBY BEND,2017-08-15 12:30:00,YARD TRIMMING,8480,3,3
299380,HORNSBY BEND,2017-08-15 12:31:00,YARD TRIMMING,8360,3,3
288102,HORNSBY BEND,2017-08-15 12:31:00,YARD TRIMMING,10740,3,3
288549,TDS LANDFILL,2017-08-15 12:33:00,BULK,10260,1,5
102926,HORNSBY BEND,2017-08-15 12:33:00,YARD TRIMMING,7280,3,3
3775,HORNSBY BEND,2017-08-15 12:36:00,YARD TRIMMING,8340,3,3
101671,HORNSBY BEND,2017-08-15 12:37:00,YARD TRIMMING,7000,3,3
64051,HORNSBY BEND,2017-08-15 12:43:00,YARD TRIMMING,4160,3,3
374866,ON ROUTE HIGH DUMP,2017-08-15 12:43:00,SWEEPING,0,7,4
257647,TDS LANDFILL,2017-08-15 12:44:00,GARBAGE COLLECTIONS,17320,1,1
162858,TDS - MRF,2017-08-15 12:45:00,RECYCLING - SINGLE STREAM,14060,4,2
140579,TDS LANDFILL,2017-08-15 12:45:00,GARBAGE COLLECTIONS,6960,1,1
160515,TDS - MRF,2017-08-15 12:49:00,RECYCLING - SINGLE STREAM,13280,4,2
416126,HORNSBY BEND,2017-08-15 12:58:00,YARD TRIMMING,11600,3,3
467930,TDS LANDFILL,2017-08-15 12:59:00,GARBAGE COLLECTIONS,16780,1,1
353358,HORNSBY BEND,2017-08-15 12:59:00,YARD TRIMMING,8000,3,3
453697,TDS - MRF,2017-08-15 13:04:00,RECYCLING - SINGLE STREAM,13840,4,2
464313,TDS - MRF,2017-08-15 13:06:00,RECYCLING - SINGLE STREAM,9040,4,2
349620,TDS LANDFILL,2017-08-15 13:07:00,BULK,13340,1,5
304709,TDS LANDFILL,2017-08-15 13:09:00,GARBAGE COLLECTIONS,24560,1,1
395675,TDS LANDFILL,2017-08-15 13:10:00,GARBAGE COLLECTIONS,21020,1,1
502499,TDS - MRF,2017-08-15 13:12:00,RECYCLING - SINGLE STREAM,15520,4,2
463616,TDS LANDFILL,2017-08-15 13:14:00,BULK,5320,1,5
488097,HORNSBY BEND,2017-08-15 13:15:00,YARD TRIMMING,3520,3,3
97168,HORNSBY BEND,2017-08-15 13:18:00,YARD TRIMMING,8060,3,3
341008,TDS LANDFILL,2017-08-15 13:19:00,GARBAGE COLLECTIONS,19520,1,1
529910,ORGANICS BY GOSH,2017-08-15 13:20:00,YARD TRIMMING,10040,8,3
264313,TDS LANDFILL,2017-08-15 13:30:00,GARBAGE COLLECTIONS,18680,1,1
